Batch_ID,Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Updated_Balance,Investment_Amount,Investment_Type,Is_Anomaly,Transaction_Date,Year,Month,Day,Processed_At
BATCH_20251109_161848,306335,202635,Business,54421,2963.0,51458.0,9175,Fixed Deposit,0,2024-10-02,2024,10,2,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306336,200155,Current,63759,2853.0,60906.0,48913,Recurring Deposit,0,2022-11-16,2022,11,16,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306337,203274,Savings,2333,2194.0,139.0,33041,Fixed Deposit,1,2023-10-18,2023,10,18,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306338,200097,Business,66955,272.0,66683.0,21760,Mutual Fund,0,2022-08-07,2022,8,7,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306339,204399,Current,33374,2673.180557496066,30700.819442503933,22578,Mutual Fund,0,2023-04-11,2023,4,11,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306340,206305,Current,91408,2778.0,88630.0,32383,Recurring Deposit,0,2022-11-20,2022,11,20,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306341,207869,Business,95198,1599.0,93599.0,40528,Recurring Deposit,0,2024-05-05,2024,5,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306342,209657,Current,64205,3527.0,60678.0,34367,Fixed Deposit,0,2022-08-09,2022,8,9,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306343,202792,Business,40777,4730.0,36047.0,7269,Fixed Deposit,0,2025-02-18,2025,2,18,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306344,204636,Savings,93994,1015.0,92979.0,13725,Fixed Deposit,0,2024-11-06,2024,11,6,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306345,206579,Savings,67326,2564.0,64762.0,39310,Recurring Deposit,0,2023-08-28,2023,8,28,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306346,206497,Savings,41106,4796.0,36310.0,37155,Recurring Deposit,0,2024-11-16,2024,11,16,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306347,205586,Savings,91428,2195.0,89233.0,36196,Fixed Deposit,0,2022-06-22,2022,6,22,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306348,209735,Current,20164,4595.0,15569.0,1045,Fixed Deposit,0,2022-06-21,2022,6,21,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306349,207004,Current,17064,3785.0,13279.0,4501,Recurring Deposit,0,2023-09-24,2023,9,24,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306350,203983,Current,65532,594.0,64938.0,34685,Mutual Fund,0,2024-12-16,2024,12,16,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306351,208861,Business,42103,4618.0,37485.0,30009,Recurring Deposit,0,2022-11-15,2022,11,15,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306352,208534,Savings,6869,4330.0,2539.0,11704,Mutual Fund,1,2025-03-14,2025,3,14,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306353,208275,Business,67365,2831.0,64534.0,45683,Recurring Deposit,0,2024-07-01,2024,7,1,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306354,204944,Savings,97827,1861.0,95966.0,26686,Mutual Fund,0,2022-09-03,2022,9,3,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306355,202457,Business,69210,3092.0,66118.0,48879,Recurring Deposit,0,2022-10-02,2022,10,2,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306356,206072,Current,70000,203.0,69797.0,44360,Fixed Deposit,0,2024-04-16,2024,4,16,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306357,204078,Current,52958,3687.0,49271.0,1267,Mutual Fund,0,2023-03-17,2023,3,17,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306358,207206,Current,53801,3563.4129530405035,50237.587046959496,37432,Mutual Fund,0,2023-07-26,2023,7,26,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306359,204092,Business,15697,2460.2998433434773,13236.700156656523,48325,Mutual Fund,0,2024-08-04,2024,8,4,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306360,202080,Current,4394,1987.0,2407.0,26958,Recurring Deposit,0,2024-12-16,2024,12,16,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306361,201743,Current,10486,3598.0,6888.0,42036,Recurring Deposit,0,2023-09-11,2023,9,11,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306362,204884,Savings,31475,2011.0,29464.0,37283,Recurring Deposit,0,2024-01-31,2024,1,31,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306363,203249,Business,26106,1208.0,24898.0,4476,Mutual Fund,0,2023-01-14,2023,1,14,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306364,204479,Business,9717,1412.0,8305.0,45156,Fixed Deposit,0,2022-04-23,2022,4,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306365,208146,Current,92278,422.0,91856.0,29664,Recurring Deposit,0,2025-02-23,2025,2,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306366,207867,Business,78066,2922.0,75144.0,19184,Mutual Fund,0,2023-10-28,2023,10,28,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306367,208406,Current,85030,4861.0,80169.0,48614,Fixed Deposit,0,2023-09-28,2023,9,28,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306368,204953,Business,24338,175.0,24163.0,22110,Recurring Deposit,0,2022-10-16,2022,10,16,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306369,208875,Savings,95402,1566.0,93836.0,26371,Mutual Fund,0,2023-04-14,2023,4,14,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306370,206350,Business,69266,4823.0,64443.0,16302,Mutual Fund,0,2022-05-21,2022,5,21,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306371,209503,Current,27240,4891.0,22349.0,47577,Recurring Deposit,0,2024-04-12,2024,4,12,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306372,200570,Business,46050,2213.0,43837.0,48612,Mutual Fund,0,2024-01-29,2024,1,29,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306373,208038,Business,39019,3275.0,35744.0,31889,Fixed Deposit,0,2024-08-05,2024,8,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306374,203307,Savings,42812,143.0,42669.0,16354,Fixed Deposit,0,2023-06-21,2023,6,21,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306375,205712,Business,72507,1858.0,70649.0,46856,Fixed Deposit,0,2024-07-11,2024,7,11,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306376,202476,Savings,62513,2078.0,60435.0,29973,Fixed Deposit,0,2025-03-07,2025,3,7,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306377,206070,Savings,95417,3016.0,92401.0,36222,Recurring Deposit,0,2024-04-20,2024,4,20,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306378,200551,Savings,86556,1541.0,85015.0,42536,Mutual Fund,0,2023-01-09,2023,1,9,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306379,207329,Current,66954,1263.0,65691.0,37662,Recurring Deposit,0,2024-08-17,2024,8,17,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306380,208304,Savings,1408,3305.0,-1897.0,19854,Mutual Fund,1,2023-01-04,2023,1,4,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306381,209739,Business,61338,1758.0,59580.0,12897,Mutual Fund,0,2024-07-12,2024,7,12,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306382,202045,Business,48281,3659.0,44622.0,25274,Fixed Deposit,0,2023-09-12,2023,9,12,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306383,206615,Savings,25076,323.0,24753.0,44410,Fixed Deposit,0,2023-08-05,2023,8,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306384,203336,Savings,7434,711.0,6723.0,6123,Mutual Fund,0,2024-03-17,2024,3,17,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306385,206035,Savings,77726,4275.0,73451.0,7150,Recurring Deposit,0,2023-05-22,2023,5,22,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306386,205208,Current,27769,1532.0,26237.0,39300,Fixed Deposit,0,2024-10-06,2024,10,6,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306387,205486,Savings,60431,2880.0,57551.0,26199,Fixed Deposit,0,2024-07-29,2024,7,29,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306388,200215,Savings,78421,1611.609135780463,76809.39086421953,39374,Recurring Deposit,0,2022-11-25,2022,11,25,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306389,208461,Savings,51519,3146.0,48373.0,30514,Mutual Fund,0,2022-07-05,2022,7,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306390,209016,Savings,91713,1563.0,90150.0,46660,Recurring Deposit,0,2024-06-23,2024,6,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306391,206901,Savings,53032,927.0,52105.0,3823,Fixed Deposit,0,2022-11-16,2022,11,16,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306392,208490,Business,26952,4303.0,22649.0,33044,Mutual Fund,0,2024-02-17,2024,2,17,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306393,201237,Business,22515,4308.0,18207.0,42416,Mutual Fund,0,2023-06-23,2023,6,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306394,207002,Business,29039,2015.0,27024.0,7718,Mutual Fund,0,2023-05-04,2023,5,4,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306395,206207,Current,52146,3697.0,48449.0,6449,Fixed Deposit,0,2024-07-09,2024,7,9,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306396,200769,Current,80949,1992.0,78957.0,48342,Fixed Deposit,0,2023-10-12,2023,10,12,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306397,206773,Business,18681,2277.0,16404.0,18226,Recurring Deposit,0,2024-02-24,2024,2,24,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306398,206975,Savings,57555,2952.0,54603.0,39663,Mutual Fund,0,2022-03-22,2022,3,22,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306399,209704,Savings,2127,1900.783186569255,226.2168134307451,23776,Fixed Deposit,1,2024-12-06,2024,12,6,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306400,208519,Current,86568,1361.0,85207.0,31123,Fixed Deposit,0,2024-05-14,2024,5,14,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306401,206679,Current,25276,2425.0,22851.0,44415,Mutual Fund,0,2023-10-30,2023,10,30,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306402,201409,Savings,60785,4181.0,56604.0,34921,Recurring Deposit,0,2023-01-03,2023,1,3,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306403,203386,Current,53260,1896.0,51364.0,48902,Recurring Deposit,0,2022-04-19,2022,4,19,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306404,204709,Savings,62724,1727.0,60997.0,5395,Mutual Fund,0,2024-11-07,2024,11,7,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306405,206107,Business,60053,1682.0,58371.0,8074,Recurring Deposit,0,2023-10-07,2023,10,7,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306406,200417,Current,91839,1978.0,89861.0,45601,Mutual Fund,0,2024-11-08,2024,11,8,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306407,206455,Business,25441,3548.0,21893.0,46823,Fixed Deposit,0,2023-03-26,2023,3,26,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306408,209675,Current,59897,352.0,59545.0,21483,Fixed Deposit,0,2023-08-01,2023,8,1,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306409,200369,Business,84871,1957.0,82914.0,12382,Fixed Deposit,0,2022-06-27,2022,6,27,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306410,202052,Business,84941,1893.0,83048.0,11319,Recurring Deposit,0,2025-01-06,2025,1,6,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306411,200108,Current,81236,3445.0,77791.0,7165,Recurring Deposit,0,2024-07-05,2024,7,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306412,201915,Current,68091,3402.0,64689.0,33976,Recurring Deposit,0,2023-11-12,2023,11,12,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306413,200182,Business,93961,3902.0,90059.0,28608,Recurring Deposit,0,2023-01-09,2023,1,9,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306414,203363,Business,90590,913.0,89677.0,37338,Mutual Fund,0,2024-06-12,2024,6,12,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306415,202887,Savings,92489,2856.0,89633.0,8950,Recurring Deposit,0,2025-02-14,2025,2,14,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306416,208029,Business,54410,2924.0,51486.0,35451,Recurring Deposit,0,2024-05-01,2024,5,1,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306417,205814,Current,52994,4849.0,48145.0,8409,Recurring Deposit,0,2024-07-24,2024,7,24,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306418,209300,Savings,96977,2852.0,94125.0,21804,Recurring Deposit,0,2022-11-15,2022,11,15,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306419,209389,Savings,85241,1419.0,83822.0,24261,Recurring Deposit,0,2024-10-28,2024,10,28,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306420,208755,Business,56188,3068.0,53120.0,9373,Mutual Fund,0,2023-06-03,2023,6,3,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306421,207905,Savings,7801,1955.0,5846.0,38621,Fixed Deposit,0,2023-08-04,2023,8,4,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306422,200643,Current,79490,1795.0,77695.0,46309,Recurring Deposit,0,2023-12-17,2023,12,17,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306423,204279,Current,27523,3597.0,23926.0,16341,Fixed Deposit,0,2024-12-10,2024,12,10,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306424,201290,Business,16456,756.0,15700.0,14264,Recurring Deposit,0,2023-08-03,2023,8,3,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306425,202517,Savings,56800,4869.0,51931.0,13253,Recurring Deposit,0,2022-09-08,2022,9,8,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306426,203176,Business,33172,4242.0,28930.0,47957,Mutual Fund,0,2022-08-17,2022,8,17,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306427,207868,Business,37398,4877.0,32521.0,24747,Fixed Deposit,0,2024-06-10,2024,6,10,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306428,209878,Business,64862,3521.0,61341.0,11818,Mutual Fund,0,2025-01-07,2025,1,7,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306429,207549,Savings,47610,4699.0,42911.0,12526,Fixed Deposit,0,2022-07-02,2022,7,2,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306430,203184,Current,31562,208.0,31354.0,12123,Mutual Fund,0,2022-05-28,2022,5,28,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306431,208477,Current,75796,1304.0,74492.0,1294,Mutual Fund,0,2022-10-08,2022,10,8,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306432,200122,Savings,14414,3137.0,11277.0,19146,Fixed Deposit,0,2022-12-23,2022,12,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306433,208152,Business,88033,678.0,87355.0,27444,Mutual Fund,0,2022-05-08,2022,5,8,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306434,206140,Current,15587,2679.0,12908.0,20506,Mutual Fund,0,2023-01-28,2023,1,28,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306435,200087,Business,82464,4346.0,78118.0,14603,Recurring Deposit,0,2022-09-03,2022,9,3,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306436,200541,Current,15155,4088.0,11067.0,12995,Fixed Deposit,0,2024-04-12,2024,4,12,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306437,208171,Business,78430,2141.0,76289.0,42977,Mutual Fund,0,2023-01-12,2023,1,12,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306438,204047,Business,75908,1512.0,74396.0,42459,Fixed Deposit,0,2022-08-21,2022,8,21,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306439,209083,Business,37321,3735.0,33586.0,14599,Mutual Fund,0,2022-05-09,2022,5,9,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306440,206026,Current,55287,1324.0,53963.0,36563,Mutual Fund,0,2024-08-24,2024,8,24,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306441,209800,Business,67709,310.0,67399.0,47285,Recurring Deposit,0,2024-12-11,2024,12,11,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306442,204515,Current,52527,680.0,51847.0,7563,Recurring Deposit,0,2023-11-14,2023,11,14,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306443,203695,Current,95091,1831.0,93260.0,47754,Recurring Deposit,0,2025-01-06,2025,1,6,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306444,200691,Current,11895,4661.0,7234.0,25186,Recurring Deposit,0,2024-04-20,2024,4,20,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306445,204612,Current,57118,4840.0,52278.0,35149,Mutual Fund,0,2024-06-14,2024,6,14,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306446,208905,Savings,28438,4426.0,24012.0,21607,Fixed Deposit,0,2024-11-14,2024,11,14,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306447,201279,Current,35299,2736.0,32563.0,6422,Recurring Deposit,0,2025-03-14,2025,3,14,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306448,200915,Business,95280,353.0,94927.0,40227,Mutual Fund,0,2024-09-23,2024,9,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306449,204195,Current,76771,2877.0,73894.0,42349,Recurring Deposit,0,2023-04-22,2023,4,22,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306450,207155,Business,81494,1367.0113750612063,80126.9886249388,43891,Mutual Fund,0,2022-06-05,2022,6,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306451,201304,Savings,6218,217.6610249103017,6000.338975089699,21595,Fixed Deposit,0,2023-10-11,2023,10,11,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306452,201256,Current,87410,1482.2310752442286,85927.76892475577,47269,Mutual Fund,0,2023-02-26,2023,2,26,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306453,202817,Savings,55482,3028.0,52454.0,29010,Recurring Deposit,0,2024-10-17,2024,10,17,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306454,209099,Current,94838,2198.0,92640.0,14488,Fixed Deposit,0,2022-07-09,2022,7,9,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306455,200027,Current,64924,2960.0,61964.0,16371,Mutual Fund,0,2022-04-10,2022,4,10,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306456,206187,Savings,65120,4080.0,61040.0,19257,Mutual Fund,0,2023-02-08,2023,2,8,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306457,206454,Business,46914,4942.0,41972.0,15706,Mutual Fund,0,2025-01-02,2025,1,2,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306458,203975,Business,37384,3960.0,33424.0,2681,Fixed Deposit,0,2024-04-22,2024,4,22,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306459,206011,Business,95406,3070.0,92336.0,8365,Mutual Fund,0,2022-07-23,2022,7,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306460,201396,Current,3774,180.0,3594.0,3820,Mutual Fund,0,2024-03-17,2024,3,17,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306461,201067,Business,20477,3187.0,17290.0,44096,Fixed Deposit,0,2024-12-07,2024,12,7,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306462,208202,Business,27432,4343.0,23089.0,45806,Mutual Fund,0,2022-06-23,2022,6,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306463,203783,Current,26145,483.0,25662.0,29458,Recurring Deposit,0,2023-10-02,2023,10,2,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306464,209114,Savings,15195,3604.0,11591.0,39776,Fixed Deposit,0,2024-08-03,2024,8,3,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306465,204600,Business,12722,3499.0,9223.0,26900,Mutual Fund,0,2023-12-27,2023,12,27,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306466,205588,Savings,92122,3985.0,88137.0,28005,Mutual Fund,0,2023-10-15,2023,10,15,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306467,209336,Current,86643,2761.0,83882.0,39371,Fixed Deposit,0,2022-06-19,2022,6,19,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306468,208090,Current,70051,3672.0,66379.0,16915,Mutual Fund,0,2024-11-03,2024,11,3,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306469,207181,Business,40380,4769.0,35611.0,25866,Mutual Fund,0,2023-05-07,2023,5,7,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306470,206620,Business,27060,2523.0,24537.0,14994,Fixed Deposit,0,2024-06-19,2024,6,19,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306471,205527,Savings,92680,4355.0,88325.0,32992,Fixed Deposit,0,2022-05-23,2022,5,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306472,206719,Business,30297,2416.0,27881.0,22631,Fixed Deposit,0,2022-07-08,2022,7,8,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306473,206807,Savings,39081,2925.0,36156.0,29232,Mutual Fund,0,2023-07-06,2023,7,6,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306474,205877,Current,57712,1159.259405067506,56552.7405949325,31423,Mutual Fund,0,2022-07-20,2022,7,20,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306475,201921,Savings,25236,1568.0,23668.0,14457,Recurring Deposit,0,2023-02-19,2023,2,19,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306476,204019,Current,44374,2717.0,41657.0,30876,Mutual Fund,0,2024-06-04,2024,6,4,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306477,208459,Business,79003,855.0,78148.0,2847,Mutual Fund,0,2022-08-18,2022,8,18,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306478,204288,Savings,44982,2397.0,42585.0,46157,Fixed Deposit,0,2022-08-25,2022,8,25,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306479,204052,Savings,49376,2527.0,46849.0,4873,Fixed Deposit,0,2023-03-14,2023,3,14,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306480,205084,Savings,79982,2977.0,77005.0,30443,Mutual Fund,0,2024-06-23,2024,6,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306481,200093,Business,10528,1808.0,8720.0,36539,Mutual Fund,0,2023-11-09,2023,11,9,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306482,208489,Business,54432,3198.0,51234.0,14718,Fixed Deposit,0,2023-01-09,2023,1,9,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306483,208704,Business,1118,3128.0,-2010.0,27929,Fixed Deposit,1,2023-01-15,2023,1,15,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306484,207573,Savings,99212,1934.0,97278.0,33675,Recurring Deposit,0,2024-06-15,2024,6,15,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306485,200908,Savings,22405,2687.0,19718.0,8897,Fixed Deposit,0,2025-01-04,2025,1,4,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306486,202253,Current,80410,261.0,80149.0,25510,Recurring Deposit,0,2023-04-11,2023,4,11,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306487,202025,Savings,20758,4990.0,15768.0,2706,Mutual Fund,0,2024-08-22,2024,8,22,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306488,204319,Current,10071,3954.0,6117.0,45326,Recurring Deposit,0,2024-11-16,2024,11,16,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306489,206181,Business,58427,616.0,57811.0,30610,Recurring Deposit,0,2022-12-23,2022,12,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306490,200819,Current,10198,3491.0,6707.0,15367,Fixed Deposit,0,2024-08-04,2024,8,4,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306491,203564,Current,83357,2460.0,80897.0,29911,Fixed Deposit,0,2024-08-04,2024,8,4,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306492,208302,Savings,83582,4946.0,78636.0,44867,Fixed Deposit,0,2023-12-25,2023,12,25,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306493,203543,Savings,32417,1621.0,30796.0,37795,Fixed Deposit,0,2022-08-31,2022,8,31,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306494,206635,Current,39199,2445.0,36754.0,48115,Fixed Deposit,0,2024-12-07,2024,12,7,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306495,200666,Current,8710,3827.0,4883.0,14728,Mutual Fund,0,2024-09-01,2024,9,1,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306496,202145,Business,77099,1208.0,75891.0,30837,Mutual Fund,0,2023-09-28,2023,9,28,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306497,205820,Savings,55232,1800.853881120806,53431.146118879195,45044,Mutual Fund,0,2025-01-31,2025,1,31,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306498,205116,Business,54437,3460.0,50977.0,35876,Fixed Deposit,0,2024-03-02,2024,3,2,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306499,206741,Current,55898,4877.949270420892,51020.05072957911,38182,Recurring Deposit,0,2025-03-16,2025,3,16,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306500,203645,Business,1978,2143.0,-165.0,19360,Recurring Deposit,1,2025-01-17,2025,1,17,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306501,200258,Savings,9763,4683.0,5080.0,23180,Recurring Deposit,0,2024-01-13,2024,1,13,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306502,203533,Current,42380,639.0,41741.0,4779,Recurring Deposit,0,2022-08-29,2022,8,29,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306503,206502,Current,85769,1793.0,83976.0,13472,Fixed Deposit,0,2022-12-05,2022,12,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306504,206611,Business,90344,529.0,89815.0,35621,Recurring Deposit,0,2022-12-26,2022,12,26,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306505,209704,Savings,71952,945.0,71007.0,11278,Recurring Deposit,0,2024-07-22,2024,7,22,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306506,205689,Current,35526,3262.0,32264.0,21327,Fixed Deposit,0,2023-12-04,2023,12,4,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306507,209373,Current,33359,4971.0,28388.0,39481,Recurring Deposit,0,2024-05-13,2024,5,13,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306508,202282,Business,43411,654.0,42757.0,23190,Mutual Fund,0,2023-08-27,2023,8,27,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306509,201874,Current,26378,2948.0,23430.0,29889,Recurring Deposit,0,2025-01-05,2025,1,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306510,209086,Current,47234,925.0,46309.0,48027,Mutual Fund,0,2022-11-21,2022,11,21,2025-11-09 16:18:48.216485
BATCH_20251109_161848,306511,200956,Savings,20092,2578.0,17514.0,10593,Mutual Fund,0,2024-06-27,2024,6,27,2025-11-09 16:18:48.216485
